commodity,signal,confidence,timestamp
bhavnagar(guj),price falling,0.45,2004-03-01
bhavnagar(guj),price falling,0.29,2004-04-01
bhavnagar(guj),price falling,0.13,2004-05-01
bhavnagar(guj),demand rising,0.67,2004-11-01
bhavnagar(guj),price falling,0.25,2004-12-01
bhavnagar(guj),high volatility,0.02,2005-01-01
bhavnagar(guj),price falling,0.25,2005-02-01
bhavnagar(guj),high volatility,0.04,2005-03-01
bhavnagar(guj),price falling,0.06,2005-04-01
bhavnagar(guj),demand rising,0.08,2005-05-01
bhavnagar(guj),demand rising,3.21,2005-11-01
bhavnagar(guj),price falling,0.33,2005-12-01
bhavnagar(guj),price falling,0.44,2006-01-01
bhavnagar(guj),price falling,0.47,2006-02-01
bhavnagar(guj),price falling,0.07,2006-03-01
bhavnagar(guj),price falling,0.09,2006-04-01
bhavnagar(guj),price falling,0.24,2006-05-01
bhavnagar(guj),demand rising,2.92,2006-11-01
bhavnagar(guj),demand rising,0.2,2006-12-01
bhavnagar(guj),demand rising,0.59,2007-01-01
bhavnagar(guj),demand rising,0.23,2007-02-01
bhavnagar(guj),price falling,0.28,2007-03-01
bhavnagar(guj),price falling,0.27,2007-04-01
bhavnagar(guj),high volatility,0.03,2007-12-01
bhavnagar(guj),price falling,0.46,2008-01-01
bhavnagar(guj),price falling,0.23,2008-02-01
bhavnagar(guj),demand rising,0.29,2008-03-01
bhavnagar(guj),price falling,0.26,2008-04-01
bhavnagar(guj),price falling,0.17,2008-05-01
bhavnagar(guj),demand rising,5.44,2008-12-01
bhavnagar(guj),high volatility,0.0,2009-01-01
bhavnagar(guj),price falling,0.11,2009-02-01
bhavnagar(guj),price falling,0.16,2009-03-01
bhavnagar(guj),price falling,0.34,2009-04-01
bhavnagar(guj),price falling,0.3,2009-05-01
bhavnagar(guj),demand rising,1.83,2009-10-01
bhavnagar(guj),demand rising,0.14,2009-11-01
bhavnagar(guj),demand rising,0.16,2009-12-01
bhavnagar(guj),price falling,0.13,2010-01-01
bhavnagar(guj),price falling,0.18,2010-02-01
bhavnagar(guj),price falling,0.32,2010-03-01
bhavnagar(guj),price falling,0.36,2010-04-01
bhavnagar(guj),price falling,0.09,2010-05-01
bhavnagar(guj),demand rising,3.7,2010-11-01
bhavnagar(guj),demand rising,0.44,2010-12-01
bhavnagar(guj),price falling,0.07,2011-01-01
bhavnagar(guj),price falling,0.65,2011-02-01
bhavnagar(guj),price falling,0.51,2011-03-01
bhavnagar(guj),price falling,0.19,2011-04-01
bhavnagar(guj),price falling,0.12,2011-05-01
bhavnagar(guj),demand rising,0.19,2011-06-01
bhavnagar(guj),demand rising,0.93,2011-11-01
bhavnagar(guj),price falling,0.23,2011-12-01
bhavnagar(guj),price falling,0.33,2012-01-01
bhavnagar(guj),high volatility,0.04,2012-02-01
bhavnagar(guj),demand rising,0.11,2012-03-01
bhavnagar(guj),demand rising,0.11,2012-04-01
bhavnagar(guj),demand rising,1.1,2012-11-01
bhavnagar(guj),demand rising,0.21,2012-12-01
bhavnagar(guj),demand rising,0.25,2013-01-01
bhavnagar(guj),price falling,0.14,2013-02-01
bhavnagar(guj),price falling,0.22,2013-03-01
bhavnagar(guj),price falling,0.22,2013-04-01
bhavnagar(guj),price falling,0.26,2013-05-01
bhavnagar(guj),demand rising,2.57,2013-11-01
bhavnagar(guj),price falling,0.35,2013-12-01
bhavnagar(guj),price falling,0.25,2014-01-01
bhavnagar(guj),price falling,0.37,2014-02-01
bhavnagar(guj),demand rising,0.24,2014-03-01
bhavnagar(guj),price falling,0.05,2014-04-01
bhavnagar(guj),demand rising,0.08,2014-05-01
bhavnagar(guj),demand rising,0.5,2014-11-01
bhavnagar(guj),demand rising,0.19,2014-12-01
bhavnagar(guj),price falling,0.16,2015-01-01
bhavnagar(guj),demand rising,0.23,2015-02-01
bhavnagar(guj),price falling,0.06,2015-03-01
bhavnagar(guj),price falling,0.24,2015-04-01
bhavnagar(guj),price falling,0.09,2015-05-01
bhavnagar(guj),demand rising,0.55,2015-06-01
bhavnagar(guj),demand rising,0.87,2015-09-01
bhavnagar(guj),price falling,0.21,2015-10-01
bhavnagar(guj),price falling,0.24,2015-11-01
bhavnagar(guj),price falling,0.3,2015-12-01
bhavnagar(guj),price falling,0.12,2016-01-01
bhavnagar(guj),price falling,0.25,2016-02-01
bhopal,price falling,0.19,2005-02-01
bhopal,demand rising,0.09,2005-03-01
bhopal,price falling,0.19,2005-05-01
bhopal,demand rising,0.09,2005-06-01
bhopal,demand rising,0.33,2005-07-01
bhopal,high volatility,0.0,2005-08-01
bhopal,demand rising,1.49,2005-09-01
bhopal,demand rising,0.87,2005-10-01
bhopal,price falling,0.37,2005-11-01
bhopal,price falling,0.25,2005-12-01
bhopal,price falling,0.48,2006-01-01
bhopal,price falling,0.16,2006-02-01
bhopal,price falling,0.07,2006-03-01
bhopal,price falling,0.26,2006-04-01
bhopal,high volatility,0.04,2006-05-01
bhopal,high volatility,0.01,2006-06-01
bhopal,demand rising,2.61,2009-09-01
bhopal,demand rising,0.69,2009-10-01
bhopal,demand rising,0.17,2009-11-01
bhopal,price falling,0.39,2009-12-01
bhopal,demand rising,0.2,2010-01-01
bhopal,high volatility,0.04,2010-02-01
bhopal,price falling,0.36,2010-03-01
bhopal,price falling,0.27,2010-04-01
bhopal,price falling,0.31,2010-05-01
bhopal,demand rising,0.26,2010-06-01
bhopal,demand rising,0.41,2010-07-01
bhopal,demand rising,0.27,2010-08-01
bhopal,demand rising,0.45,2010-09-01
bhopal,demand rising,0.14,2010-10-01
bhopal,demand rising,0.17,2010-11-01
bhopal,high volatility,0.02,2010-12-01
bhopal,price falling,0.36,2011-02-01
bhopal,price falling,0.25,2011-07-01
bhopal,demand rising,0.07,2013-04-01
bhopal,price falling,0.14,2015-01-01
bhopal,high volatility,0.04,2015-02-01
bhopal,high volatility,0.03,2015-03-01
bhopal,price falling,0.32,2015-04-01
bhopal,high volatility,0.02,2015-05-01
bhopal,demand rising,0.14,2015-06-01
bhopal,demand rising,0.17,2015-07-01
bhopal,demand rising,3.39,2015-09-01
bhubneswer(or),price falling,0.13,2005-02-01
bhubneswer(or),demand rising,0.46,2005-05-01
bhubneswer(or),price falling,0.32,2005-06-01
bhubneswer(or),demand rising,0.47,2005-08-01
bhubneswer(or),demand rising,0.77,2005-09-01
bhubneswer(or),demand rising,0.38,2005-10-01
bhubneswer(or),price falling,0.05,2005-11-01
bhubneswer(or),price falling,0.32,2005-12-01
bhubneswer(or),price falling,0.32,2006-01-01
bhubneswer(or),price falling,0.25,2006-02-01
bhubneswer(or),demand rising,0.07,2006-03-01
bhubneswer(or),high volatility,0.04,2006-04-01
bhubneswer(or),price falling,0.15,2006-05-01
bhubneswer(or),demand rising,0.05,2006-06-01
bhubneswer(or),demand rising,0.18,2006-07-01
bhubneswer(or),high volatility,0.01,2006-08-01
bhubneswer(or),demand rising,0.13,2006-09-01
bhubneswer(or),high volatility,0.04,2006-10-01
bhubneswer(or),high volatility,0.04,2006-11-01
bhubneswer(or),demand rising,0.18,2006-12-01
bhubneswer(or),demand rising,0.43,2007-01-01
bhubneswer(or),demand rising,0.3,2007-02-01
bhubneswer(or),price falling,0.32,2007-03-01
bhubneswer(or),price falling,0.25,2007-04-01
bhubneswer(or),price falling,0.07,2007-05-01
bhubneswer(or),demand rising,0.57,2007-06-01
bhubneswer(or),demand rising,0.09,2007-07-01
bhubneswer(or),demand rising,0.13,2007-08-01
bhubneswer(or),demand rising,0.11,2007-09-01
bhubneswer(or),high volatility,0.03,2007-10-01
bhubneswer(or),price falling,0.21,2007-11-01
bhubneswer(or),price falling,0.22,2007-12-01
bhubneswer(or),price falling,0.3,2008-01-01
bhubneswer(or),price falling,0.18,2008-02-01
bhubneswer(or),demand rising,0.13,2008-03-01
bhubneswer(or),demand rising,0.08,2008-04-01
bhubneswer(or),high volatility,0.01,2008-05-01
bhubneswer(or),demand rising,0.08,2008-06-01
bhubneswer(or),demand rising,0.21,2008-07-01
bhubneswer(or),demand rising,0.22,2008-08-01
bhubneswer(or),high volatility,0.04,2008-09-01
bhubneswer(or),price falling,0.09,2008-10-01
bhubneswer(or),demand rising,0.41,2008-11-01
bhubneswer(or),demand rising,0.06,2008-12-01
bhubneswer(or),demand rising,0.15,2009-01-01
bhubneswer(or),high volatility,0.03,2009-02-01
bhubneswer(or),price falling,0.19,2009-03-01
bhubneswer(or),price falling,0.29,2009-04-01
bhubneswer(or),high volatility,0.01,2009-05-01
bhubneswer(or),demand rising,0.2,2009-06-01
bhubneswer(or),high volatility,0.01,2009-07-01
bhubneswer(or),high volatility,0.03,2009-08-01
bhubneswer(or),high volatility,0.02,2009-09-01
bhubneswer(or),demand rising,0.69,2009-10-01
bhubneswer(or),demand rising,0.09,2009-11-01
bhubneswer(or),high volatility,0.04,2009-12-01
bhubneswer(or),price falling,0.12,2010-01-01
bhubneswer(or),price falling,0.15,2010-02-01
bhubneswer(or),price falling,0.33,2010-03-01
bhubneswer(or),price falling,0.18,2010-04-01
bhubneswer(or),price falling,0.08,2010-05-01
bhubneswer(or),demand rising,0.15,2010-06-01
bhubneswer(or),demand rising,0.14,2010-07-01
bhubneswer(or),demand rising,0.06,2010-08-01
bhubneswer(or),demand rising,0.26,2010-09-01
bhubneswer(or),demand rising,0.34,2010-10-01
bhubneswer(or),demand rising,0.19,2010-11-01
bhubneswer(or),demand rising,0.34,2010-12-01
bhubneswer(or),demand rising,0.26,2011-01-01
bhubneswer(or),price falling,0.59,2011-02-01
bhubneswer(or),price falling,0.38,2011-03-01
bhubneswer(or),price falling,0.15,2011-04-01
bhubneswer(or),high volatility,0.04,2011-05-01
bhubneswer(or),demand rising,0.13,2011-06-01
bhubneswer(or),demand rising,0.29,2011-07-01
bhubneswer(or),demand rising,0.24,2011-08-01
bhubneswer(or),high volatility,0.03,2011-09-01
bhubneswer(or),price falling,0.08,2011-10-01
bhubneswer(or),high volatility,0.0,2011-11-01
bhubneswer(or),price falling,0.2,2011-12-01
bhubneswer(or),price falling,0.2,2012-01-01
bhubneswer(or),price falling,0.18,2012-02-01
bhubneswer(or),demand rising,0.06,2012-03-01
bhubneswer(or),demand rising,0.16,2012-04-01
bhubneswer(or),high volatility,0.02,2012-05-01
bhubneswer(or),high volatility,0.04,2012-06-01
bhubneswer(or),demand rising,0.15,2012-07-01
bhubneswer(or),demand rising,0.09,2012-08-01
bhubneswer(or),high volatility,0.04,2012-09-01
bhubneswer(or),demand rising,0.25,2012-10-01
bhubneswer(or),demand rising,0.32,2012-11-01
bhubneswer(or),high volatility,0.01,2012-12-01
bhubneswer(or),high volatility,0.03,2013-01-01
bhubneswer(or),price falling,0.31,2013-04-01
bhubneswer(or),high volatility,0.0,2013-05-01
bhubneswer(or),demand rising,0.43,2013-06-01
bhubneswer(or),demand rising,0.51,2013-07-01
bhubneswer(or),demand rising,0.59,2013-08-01
bhubneswer(or),demand rising,0.1,2013-09-01
bhubneswer(or),demand rising,0.06,2013-10-01
bhubneswer(or),price falling,0.12,2013-11-01
bhubneswer(or),price falling,0.4,2013-12-01
bhubneswer(or),price falling,0.43,2014-01-01
bhubneswer(or),price falling,0.23,2014-02-01
bhubneswer(or),demand rising,0.11,2014-03-01
bhubneswer(or),high volatility,0.03,2014-04-01
bhubneswer(or),demand rising,0.15,2014-05-01
bhubneswer(or),demand rising,0.09,2014-06-01
bhubneswer(or),demand rising,0.62,2014-07-01
bhubneswer(or),price falling,0.07,2014-08-01
bhubneswer(or),price falling,0.12,2014-09-01
bhubneswer(or),high volatility,0.05,2014-10-01
bhubneswer(or),demand rising,0.09,2014-11-01
bhubneswer(or),high volatility,0.02,2014-12-01
bhubneswer(or),price falling,0.14,2015-01-01
bhubneswer(or),demand rising,0.19,2015-02-01
bhubneswer(or),price falling,0.11,2015-03-01
bhubneswer(or),price falling,0.15,2015-04-01
bhubneswer(or),high volatility,0.01,2015-05-01
bhubneswer(or),demand rising,0.42,2015-06-01
bhubneswer(or),demand rising,0.11,2015-07-01
bhubneswer(or),demand rising,0.65,2015-08-01
bhubneswer(or),demand rising,0.08,2015-09-01
bhubneswer(or),price falling,0.21,2015-10-01
bhubneswer(or),price falling,0.27,2015-11-01
bhubneswer(or),price falling,0.27,2015-12-01
bhubneswer(or),price falling,0.12,2016-01-01
bhubneswer(or),price falling,0.2,2016-02-01
biharsharif(bhr),price falling,0.21,2015-10-01
bijapur(knt),price falling,0.14,2005-02-01
bijapur(knt),price falling,0.29,2005-03-01
bijapur(knt),demand rising,0.05,2005-04-01
bijapur(knt),demand rising,0.21,2005-06-01
bijapur(knt),price falling,0.07,2005-07-01
bijapur(knt),demand rising,1.0,2005-08-01
bijapur(knt),demand rising,0.36,2005-09-01
bijapur(knt),price falling,0.18,2005-10-01
bijapur(knt),demand rising,0.8,2005-11-01
bijapur(knt),price falling,0.56,2005-12-01
bijapur(knt),high volatility,0.03,2006-01-01
bijapur(knt),price falling,0.26,2006-02-01
bijapur(knt),price falling,0.34,2006-03-01
bijapur(knt),demand rising,0.05,2006-04-01
bijapur(knt),high volatility,0.03,2006-05-01
bijapur(knt),demand rising,0.1,2006-06-01
bijapur(knt),high volatility,0.03,2006-07-01
bijapur(knt),demand rising,0.14,2006-09-01
bijapur(knt),price falling,0.13,2006-10-01
bijapur(knt),demand rising,0.38,2006-11-01
bijapur(knt),demand rising,0.47,2006-12-01
bijapur(knt),demand rising,0.42,2007-01-01
bijapur(knt),high volatility,0.04,2007-02-01
bijapur(knt),price falling,0.26,2007-03-01
bijapur(knt),price falling,0.41,2007-04-01
bijapur(knt),demand rising,0.06,2007-05-01
bijapur(knt),demand rising,0.63,2007-06-01
bijapur(knt),high volatility,0.02,2007-07-01
bijapur(knt),demand rising,0.28,2007-09-01
bijapur(knt),high volatility,0.02,2007-10-01
bijapur(knt),price falling,0.36,2007-11-01
bijapur(knt),high volatility,0.04,2007-12-01
bijapur(knt),price falling,0.31,2008-01-01
bijapur(knt),price falling,0.19,2008-02-01
bijapur(knt),price falling,0.06,2008-03-01
bijapur(knt),price falling,0.12,2008-04-01
bijapur(knt),price falling,0.06,2008-05-01
bijapur(knt),demand rising,0.33,2008-06-01
bijapur(knt),demand rising,0.67,2008-07-01
bijapur(knt),demand rising,1.46,2008-08-01
bijapur(knt),price falling,0.59,2008-09-01
bijapur(knt),high volatility,0.05,2008-10-01
bijapur(knt),demand rising,0.62,2008-11-01
bijapur(knt),demand rising,0.12,2008-12-01
bijapur(knt),demand rising,0.22,2009-01-01
bijapur(knt),price falling,0.23,2009-02-01
bijapur(knt),price falling,0.5,2009-03-01
bijapur(knt),high volatility,0.03,2009-04-01
bijapur(knt),high volatility,0.03,2009-05-01
bijapur(knt),demand rising,0.33,2009-06-01
bijapur(knt),demand rising,0.12,2009-07-01
bijapur(knt),demand rising,0.17,2009-10-01
bijapur(knt),demand rising,0.61,2009-11-01
bijapur(knt),demand rising,0.32,2009-12-01
bijapur(knt),price falling,0.28,2010-01-01
bijapur(knt),price falling,0.28,2010-02-01
bijapur(knt),price falling,0.28,2010-03-01
bijapur(knt),price falling,0.25,2010-04-01
bijapur(knt),price falling,0.13,2010-05-01
bijapur(knt),demand rising,0.41,2010-06-01
bijapur(knt),demand rising,0.08,2010-07-01
bijapur(knt),demand rising,0.18,2010-08-01
bijapur(knt),demand rising,0.23,2010-09-01
bijapur(knt),demand rising,0.21,2010-10-01
bijapur(knt),demand rising,0.23,2010-11-01
bijapur(knt),demand rising,1.5,2010-12-01
bijapur(knt),price falling,0.11,2011-01-01
bijapur(knt),price falling,0.67,2011-02-01
bijapur(knt),price falling,0.47,2011-03-01
bijapur(knt),price falling,0.14,2011-04-01
bijapur(knt),high volatility,0.0,2011-05-01
bijapur(knt),demand rising,0.35,2011-06-01
bijapur(knt),demand rising,0.17,2011-07-01
bijapur(knt),demand rising,0.25,2011-08-01
bijapur(knt),demand rising,0.08,2011-09-01
bijapur(knt),price falling,0.22,2011-10-01
bijapur(knt),high volatility,0.02,2011-11-01
bijapur(knt),price falling,0.11,2011-12-01
bijapur(knt),price falling,0.21,2012-01-01
bijapur(knt),price falling,0.22,2012-02-01
bijapur(knt),price falling,0.17,2012-03-01
bijapur(knt),demand rising,0.15,2012-04-01
bijapur(knt),high volatility,0.0,2012-05-01
bijapur(knt),demand rising,0.58,2012-06-01
bijapur(knt),demand rising,0.17,2012-07-01
bijapur(knt),demand rising,0.09,2012-08-01
bijapur(knt),price falling,0.08,2012-09-01
bijapur(knt),demand rising,0.18,2012-10-01
bijapur(knt),demand rising,0.56,2012-11-01
bijapur(knt),demand rising,0.12,2012-12-01
bijapur(knt),high volatility,0.03,2013-01-01
bijapur(knt),high volatility,0.02,2013-02-01
bijapur(knt),price falling,0.25,2013-03-01
bijapur(knt),price falling,0.18,2013-04-01
bijapur(knt),high volatility,0.01,2013-05-01
bijapur(knt),demand rising,0.55,2013-06-01
bijapur(knt),demand rising,0.55,2013-07-01
bijapur(knt),demand rising,0.8,2013-08-01
bijapur(knt),price falling,0.12,2013-09-01
bijapur(knt),price falling,0.07,2013-10-01
bijapur(knt),price falling,0.17,2013-11-01
bijapur(knt),price falling,0.48,2013-12-01
bijapur(knt),price falling,0.32,2014-01-01
bijapur(knt),price falling,0.41,2014-02-01
bijapur(knt),demand rising,0.14,2014-03-01
bijapur(knt),price falling,0.26,2014-04-01
bijapur(knt),demand rising,0.76,2014-05-01
bijapur(knt),demand rising,0.96,2014-06-01
bijapur(knt),demand rising,0.28,2014-07-01
bijapur(knt),price falling,0.06,2014-08-01
bijapur(knt),price falling,0.09,2014-09-01
bijapur(knt),price falling,0.2,2014-10-01
bijapur(knt),demand rising,0.08,2014-11-01
bijapur(knt),price falling,0.07,2014-12-01
bijapur(knt),price falling,0.07,2015-01-01
bijapur(knt),demand rising,0.06,2015-02-01
bijapur(knt),demand rising,0.2,2015-03-01
bijapur(knt),price falling,0.09,2015-04-01
bijapur(knt),demand rising,0.08,2015-05-01
bijapur(knt),price falling,0.11,2015-06-01
bijapur(knt),demand rising,0.36,2015-07-01
bijapur(knt),demand rising,0.87,2015-08-01
bijapur(knt),demand rising,0.32,2015-09-01
bijapur(knt),price falling,0.39,2015-10-01
bijapur(knt),price falling,0.14,2015-11-01
bijapur(knt),price falling,0.3,2015-12-01
bijapur(knt),price falling,0.17,2016-01-01
bijapur(knt),price falling,0.14,2016-02-01
bikaner(raj),price falling,0.47,2015-05-01
bikaner(raj),demand rising,0.52,2015-06-01
bikaner(raj),demand rising,0.77,2015-07-01
bikaner(raj),demand rising,0.43,2015-08-01
bikaner(raj),demand rising,0.25,2015-09-01
bikaner(raj),price falling,0.35,2015-10-01
bikaner(raj),price falling,0.26,2015-11-01
bikaner(raj),price falling,0.41,2015-12-01
bombori(ms),price falling,0.44,2002-03-01
bombori(ms),price falling,0.1,2002-04-01
bombori(ms),demand rising,0.1,2002-05-01
bombori(ms),demand rising,0.76,2002-06-01
bombori(ms),demand rising,0.23,2002-07-01
bombori(ms),demand rising,0.3,2002-08-01
bombori(ms),high volatility,0.0,2002-09-01
bombori(ms),high volatility,0.01,2002-10-01
bombori(ms),price falling,0.17,2002-11-01
bombori(ms),price falling,0.61,2003-02-01
bombori(ms),demand rising,0.19,2003-03-01
bombori(ms),demand rising,0.37,2003-04-01
bombori(ms),price falling,0.06,2003-05-01
bombori(ms),demand rising,0.57,2003-06-01
bombori(ms),high volatility,0.03,2003-07-01
bombori(ms),price falling,0.07,2003-08-01
bombori(ms),demand rising,0.13,2003-09-01
bombori(ms),demand rising,0.48,2003-10-01
bombori(ms),price falling,0.21,2003-11-01
bombori(ms),demand rising,0.09,2003-12-01
bombori(ms),demand rising,0.2,2004-01-01
bombori(ms),price falling,0.62,2004-04-01
bombori(ms),demand rising,0.51,2004-07-01
bombori(ms),price falling,0.13,2004-08-01
bombori(ms),price falling,0.08,2004-09-01
bombori(ms),demand rising,3.08,2015-02-01
bombori(ms),demand rising,3.3,2015-08-01
bombori(ms),high volatility,0.01,2015-09-01
burdwan(wb),price falling,0.37,2015-03-01
burdwan(wb),demand rising,0.16,2015-05-01
burdwan(wb),demand rising,0.26,2015-06-01
burdwan(wb),demand rising,0.12,2015-07-01
burdwan(wb),demand rising,0.69,2015-08-01
burdwan(wb),demand rising,0.26,2015-09-01
burdwan(wb),price falling,0.17,2015-10-01
burdwan(wb),price falling,0.26,2015-11-01
burdwan(wb),price falling,0.34,2015-12-01
burdwan(wb),price falling,0.12,2016-01-01
burdwan(wb),price falling,0.19,2016-02-01
chakan(ms),price falling,0.21,1998-02-01
chakan(ms),price falling,0.57,1998-03-01
chakan(ms),price falling,0.24,1998-04-01
chakan(ms),demand rising,0.33,1998-05-01
chakan(ms),demand rising,0.84,1998-06-01
chakan(ms),demand rising,0.42,1998-07-01
chakan(ms),demand rising,0.65,1998-08-01
chakan(ms),demand rising,0.28,1998-09-01
chakan(ms),price falling,0.07,1998-10-01
chakan(ms),price falling,0.34,1998-11-01
chakan(ms),price falling,0.18,1998-12-01
chakan(ms),price falling,0.48,1999-01-01
chakan(ms),price falling,0.4,1999-02-01
chakan(ms),high volatility,0.03,1999-03-01
chakan(ms),demand rising,0.35,1999-04-01
chakan(ms),demand rising,0.15,1999-05-01
chakan(ms),price falling,0.09,1999-06-01
chakan(ms),high volatility,0.04,1999-07-01
chakan(ms),high volatility,0.01,1999-08-01
chakan(ms),demand rising,0.47,1999-09-01
chakan(ms),price falling,0.19,1999-10-01
chakan(ms),price falling,0.08,1999-11-01
chakan(ms),price falling,0.25,1999-12-01
chakan(ms),price falling,0.24,2000-01-01
chakan(ms),price falling,0.14,2000-02-01
chakan(ms),high volatility,0.05,2000-03-01
chakan(ms),price falling,0.1,2000-04-01
chakan(ms),price falling,0.12,2000-05-01
chakan(ms),demand rising,0.06,2000-06-01
chakan(ms),high volatility,0.03,2000-07-01
chakan(ms),demand rising,0.41,2000-08-01
chakan(ms),demand rising,0.13,2000-09-01
chakan(ms),demand rising,0.29,2000-10-01
chakan(ms),demand rising,0.54,2000-11-01
chakan(ms),price falling,0.13,2000-12-01
chakan(ms),price falling,0.06,2001-01-01
chakan(ms),price falling,0.21,2001-02-01
chakan(ms),price falling,0.1,2001-03-01
chakan(ms),price falling,0.19,2001-04-01
chakan(ms),price falling,0.06,2001-05-01
chakan(ms),demand rising,0.24,2001-06-01
chakan(ms),high volatility,0.02,2001-07-01
chakan(ms),demand rising,0.56,2001-08-01
chakan(ms),high volatility,0.0,2001-09-01
chakan(ms),high volatility,0.03,2001-10-01
chakan(ms),demand rising,0.74,2001-11-01
chakan(ms),price falling,0.55,2001-12-01
chakan(ms),price falling,0.24,2002-01-01
chakan(ms),price falling,0.25,2002-02-01
chakan(ms),price falling,0.17,2002-03-01
chakan(ms),price falling,0.07,2002-04-01
chakan(ms),high volatility,0.04,2002-05-01
chakan(ms),demand rising,0.47,2002-06-01
chakan(ms),demand rising,0.4,2002-07-01
chakan(ms),demand rising,0.31,2002-08-01
chakan(ms),high volatility,0.01,2002-09-01
chakan(ms),demand rising,0.16,2002-10-01
chakan(ms),price falling,0.17,2002-11-01
chakan(ms),price falling,0.29,2002-12-01
chakan(ms),price falling,0.21,2003-01-01
chakan(ms),price falling,0.17,2003-02-01
chakan(ms),demand rising,0.19,2003-03-01
chakan(ms),demand rising,0.2,2003-04-01
chakan(ms),demand rising,0.15,2003-05-01
chakan(ms),demand rising,0.43,2003-06-01
chakan(ms),high volatility,0.01,2003-07-01
chakan(ms),demand rising,0.07,2003-08-01
chakan(ms),demand rising,0.09,2003-09-01
chakan(ms),demand rising,0.45,2003-10-01
chakan(ms),price falling,0.07,2003-11-01
chakan(ms),price falling,0.07,2003-12-01
chakan(ms),high volatility,0.0,2004-01-01
chakan(ms),price falling,0.37,2004-03-01
chakan(ms),price falling,0.3,2004-04-01
chakan(ms),demand rising,0.16,2004-05-01
chakan(ms),demand rising,0.2,2004-06-01
chakan(ms),price falling,0.09,2004-07-01
chakan(ms),high volatility,0.02,2004-08-01
chakan(ms),high volatility,0.0,2004-09-01
chakan(ms),demand rising,0.3,2004-10-01
chakan(ms),price falling,0.08,2004-11-01
chakan(ms),high volatility,0.04,2004-12-01
chakan(ms),price falling,0.38,2005-02-01
chakan(ms),high volatility,0.02,2005-04-01
chakan(ms),demand rising,0.11,2005-05-01
chakan(ms),demand rising,0.08,2005-06-01
chakan(ms),demand rising,0.08,2005-07-01
chakan(ms),demand rising,1.21,2005-08-01
chakan(ms),price falling,0.1,2005-09-01
chakan(ms),demand rising,0.9,2005-10-01
chakan(ms),price falling,0.17,2005-11-01
chakan(ms),price falling,0.23,2005-12-01
chakan(ms),price falling,0.41,2006-01-01
chakan(ms),price falling,0.55,2006-03-01
chakan(ms),high volatility,0.0,2006-04-01
chakan(ms),high volatility,0.05,2006-05-01
chakan(ms),demand rising,0.39,2006-08-01
chakan(ms),demand rising,0.18,2006-09-01
chakan(ms),high volatility,0.01,2006-10-01
chakan(ms),demand rising,0.39,2006-11-01
chakan(ms),demand rising,0.75,2006-12-01
chakan(ms),price falling,0.06,2007-01-01
chakan(ms),demand rising,0.13,2007-02-01
chakan(ms),price falling,0.31,2007-03-01
chakan(ms),price falling,0.21,2007-04-01
chakan(ms),high volatility,0.03,2007-05-01
chakan(ms),demand rising,0.57,2007-06-01
chakan(ms),demand rising,0.13,2007-07-01
chakan(ms),demand rising,0.23,2007-08-01
chakan(ms),demand rising,0.24,2007-09-01
chakan(ms),high volatility,0.04,2007-10-01
chakan(ms),price falling,0.42,2007-11-01
chakan(ms),price falling,0.25,2007-12-01
chakan(ms),price falling,0.38,2008-01-01
chakan(ms),price falling,0.22,2008-02-01
chakan(ms),demand rising,0.82,2008-07-01
chakan(ms),demand rising,0.5,2008-08-01
chakan(ms),demand rising,0.27,2008-11-01
chakan(ms),price falling,0.37,2009-09-01
chakan(ms),demand rising,1.1,2009-10-01
chakan(ms),demand rising,0.23,2009-11-01
chakan(ms),price falling,0.1,2009-12-01
chakan(ms),high volatility,0.05,2010-01-01
chakan(ms),price falling,0.25,2010-02-01
chakan(ms),price falling,0.34,2010-03-01
chakan(ms),price falling,0.28,2010-04-01
chakan(ms),demand rising,0.15,2010-05-01
chakan(ms),demand rising,0.16,2010-06-01
chakan(ms),demand rising,3.86,2010-12-01
chakan(ms),high volatility,0.03,2011-01-01
chakan(ms),price falling,0.82,2011-03-01
chakan(ms),high volatility,0.03,2011-04-01
chakan(ms),price falling,0.14,2011-05-01
chakan(ms),demand rising,0.61,2011-06-01
chakan(ms),demand rising,0.28,2011-08-01
chakan(ms),price falling,0.05,2011-09-01
chakan(ms),price falling,0.33,2011-12-01
chakan(ms),price falling,0.37,2012-01-01
chakan(ms),demand rising,0.14,2012-03-01
chakan(ms),demand rising,0.07,2012-04-01
chakan(ms),price falling,0.06,2012-05-01
chakan(ms),demand rising,0.44,2012-07-01
chakan(ms),demand rising,0.07,2012-08-01
chakan(ms),price falling,0.19,2012-09-01
chakan(ms),demand rising,0.28,2012-10-01
chakan(ms),demand rising,0.66,2012-11-01
chakan(ms),demand rising,0.43,2013-02-01
chakan(ms),demand rising,0.88,2013-08-01
chakan(ms),price falling,0.54,2015-12-01
chakan(ms),high volatility,0.03,2016-01-01
chakan(ms),price falling,0.32,2016-02-01
chandigarh,price falling,0.16,2016-02-01
chandvad(ms),price falling,0.1,2015-01-01
chandvad(ms),demand rising,0.13,2015-02-01
chandvad(ms),price falling,0.25,2015-03-01
chandvad(ms),demand rising,0.09,2015-05-01
chandvad(ms),demand rising,0.3,2015-06-01
chandvad(ms),demand rising,0.61,2015-07-01
chandvad(ms),demand rising,0.85,2015-08-01
chandvad(ms),high volatility,0.01,2015-09-01
chandvad(ms),price falling,0.37,2015-10-01
